landmark_id,est_x,est_y,est_z,scaled_x,scaled_y,scaled_z,aligned_x,aligned_y,aligned_z,gt_first_x,gt_first_y,gt_first_z,error,error_rigid_aligned
38,18.626111984,-7.679714203,14.291562080,3.715332031,-1.531864882,2.850723505,3.107752562,-3.714277267,1.519937038,3.066099882,-3.735409975,1.540060043,2.644797087,0.050857373
39,-24.298376083,-8.828894615,3.369280815,-4.846772671,-1.761090755,0.672067046,0.939688742,4.850699425,1.742154121,0.947942019,4.779190063,1.729940057,8.801879883,0.073012933
40,-50.101165771,-8.701528549,14.533026695,-9.993629456,-1.735685229,2.898888350,3.173566580,9.994541168,1.728299141,3.144020081,9.906000137,1.743409991,17.591526031,0.094556056
42,-1.811711550,-6.640874863,19.058460236,-0.361380279,-1.324648619,3.801572084,4.065033436,0.361206293,1.318248153,4.018209934,0.363014013,1.330440044,5.304291248,0.048418492
44,-9.715229988,-5.540631771,13.059432030,-1.937887192,-1.105184317,2.604951859,2.871538401,1.939401150,1.093950629,2.815330029,1.945600033,1.109590054,5.842642307,0.058671959
45,16.587364197,-0.733131945,25.615339279,3.308665037,-0.146237090,5.109466076,5.373197556,-3.310242414,0.144518808,5.340270042,-3.328619957,0.146970004,6.235490799,0.037788406
46,23.591526031,-5.126821995,38.768348694,4.705778122,-1.022642016,7.733083725,7.990988731,-4.711180687,1.032167315,8.095629692,-4.848289967,1.046450019,8.416516304,0.173068434
49,-13.880683899,-9.300223351,28.485153198,-2.768766165,-1.855106235,5.681904793,5.946240425,2.765877247,1.857841372,5.904630184,2.780179977,1.862730026,10.549870491,0.044270523
50,-12.343122482,-4.385990143,35.625350952,-2.462070227,-0.874869049,7.106153011,7.374426842,2.457555056,0.883865058,7.313580036,2.463890076,0.874665022,12.064082146,0.061863616
53,-19.949550629,-3.442239761,15.156946182,-3.979316950,-0.686620116,3.023340940,3.294552088,3.980391264,0.677900016,3.235830069,3.995739937,0.689535022,8.912322044,0.061799925
54,20.145931244,-6.169219971,24.175102234,4.018488884,-1.230568171,4.822183609,5.080123901,-4.020011902,1.227334380,5.049570084,-4.041339874,1.237480044,4.670509815,0.038618036
56,27.396121979,-4.703428268,21.875761032,5.464676857,-0.938188136,4.363536358,4.620827675,-5.465486526,0.932456374,4.587950230,-5.495289803,0.943313003,5.764872551,0.045684002
57,5.647768974,-4.604588509,13.469663620,1.126554847,-0.918472648,2.686780453,2.950050116,-1.125090718,0.906637728,2.902679920,-1.133219957,0.923910975,2.511661768,0.051072352
59,15.554298401,-2.792605162,22.602416992,3.102600336,-0.557038188,4.508481503,4.770667076,-3.103490829,0.552702248,4.734940052,-3.120810032,0.560230970,4.982584000,0.040411096
61,-27.714090347,-9.846815109,24.695554733,-5.528101921,-1.964134336,4.925997734,5.193590164,5.526200294,1.964370608,5.145639896,5.550099850,1.972079992,13.383502007,0.054128103
62,40.326747894,-4.918652534,29.853061676,8.043935776,-0.981118679,5.954760551,6.208352089,-8.046912193,0.981664062,6.194849968,-8.099140167,0.986921012,8.874952316,0.054200590
63,-15.651393890,-3.523559093,-7.650748253,-3.121967793,-0.702840805,-1.526087046,-1.256059289,3.129203320,0.673572958,-1.312039971,3.080569983,0.704066992,4.750118256,0.080180570
64,-2.885758400,-3.749954224,15.818667412,-0.575619340,-0.747999609,3.155333757,3.421662331,0.576499522,0.738792360,3.366509914,0.577696979,0.750626028,4.804214001,0.056420371
68,-5.680023193,-0.141659468,-13.344680786,-1.132988572,-0.028256673,-2.661850214,-2.391495705,1.141974330,-0.006694609,0.322771013,2.493160009,0.009605170,3.951385975,3.032031059
69,31.505004883,-3.325134754,22.465301514,6.284271717,-0.663261294,4.481131077,4.738536835,-6.285154343,0.657797635,4.706230164,-6.319489956,0.666827977,7.002288818,0.048002109
71,-27.338081360,-9.428957939,30.301364899,-5.453099728,-1.880784869,6.044182777,6.312033653,5.449708939,1.885982156,6.259940147,5.466020107,1.886190057,14.438135147,0.054587826
75,-15.047616959,-3.748948574,29.856868744,-3.001533031,-0.747799039,5.955519676,6.225103378,2.998615742,0.751838386,6.172339916,3.009809971,0.750108004,11.197137833,0.053965621
76,-33.235511780,-7.955613613,-4.780220032,-6.629454136,-1.586898327,-0.953505695,-0.682676673,6.635636330,1.561281204,-0.683305025,6.570930004,1.569300056,10.405354500,0.065204337
77,-21.677398682,-0.794557154,13.017618179,-4.323968887,-0.158489525,2.596611261,2.870647907,4.325784683,0.147981673,2.807359934,4.341829777,0.159730002,8.777647972,0.066338792
78,7.409937859,-3.163621664,0.327890873,1.478052855,-0.631044447,0.065404065,0.329507470,-1.472946882,0.607417941,0.287032992,-1.471770048,0.625919998,1.561898232,0.046344280
79,-18.347095490,-5.733124733,34.425357819,-3.659676790,-1.143580675,6.866791725,7.135492325,3.655401468,1.151885390,7.075689793,3.661969900,1.144749999,13.079876900,0.060583834
80,9.114675522,-0.997261465,-18.984836578,1.818095207,-0.198922753,-3.786886454,-3.521275520,-1.807634592,0.158023521,-3.736259937,-2.086319923,0.177238002,7.080071449,0.352495402
82,-17.254312515,-8.572046280,29.316337585,-3.441700459,-1.709857464,5.847700596,6.113592148,3.438631058,1.713545561,6.064529896,3.451200008,1.714709997,11.579574585,0.050660033
83,-46.701934814,-9.533216476,44.459312439,-9.315587997,-1.901581168,8.868254662,9.141210556,9.308360100,1.920584917,8.428090096,8.573550224,1.641379952,21.835618973,1.061339617
84,14.905130386,-7.418788910,21.119537354,2.973111391,-1.479818463,4.212693214,4.470944405,-2.973887205,1.474195838,4.436450005,-2.989890099,1.488109946,3.441660881,0.040491465
87,-4.621961594,-0.787525713,35.370101929,-0.921938062,-0.157086968,7.055238724,7.324627876,0.917715847,0.165376931,7.215680122,0.915687978,0.155001000,10.723103523,0.109459519
88,-10.846735001,-0.376260608,-17.147228241,-2.163587332,-0.075052328,-3.420340538,-3.148791075,2.173585415,0.037045434,-2.657629967,2.309819937,0.069562897,4.255716324,0.510741055
89,-22.364810944,-0.710579157,16.507858276,-4.461086273,-0.141738519,3.292805910,3.567095041,4.461963654,0.134377077,3.506400108,4.479509830,0.142428994,9.734560013,0.063691258
91,26.267696381,-1.652241468,33.200222015,5.239591122,-0.329570949,6.622415066,6.882699013,-5.243273735,0.333984286,6.882259846,-5.291299820,0.331306010,8.178946495,0.048102710
92,6.377962112,-4.401651382,-8.237267494,1.272205710,-0.877992988,-1.643079519,-1.379779696,-1.264861226,0.846814334,-1.031540036,-0.834628999,0.789678991,3.350737333,0.556448638
94,7.220355511,-5.631539822,41.081970215,1.440237045,-1.123317599,8.194579124,8.456452370,-1.446300030,1.135929942,8.482080460,-1.454089999,1.136569977,9.975593567,0.026793512
96,-28.797811508,-4.418132782,42.944099426,-5.744270802,-0.881280541,8.566016197,8.838689804,5.737771988,0.897819638,8.792989731,5.765299797,0.886160016,17.733840942,0.054609742
99,17.110347748,-9.652589798,35.259071350,3.412983894,-1.925392389,7.033091545,7.288730621,-3.417719364,1.932196856,7.297460079,-3.447479963,1.943789959,6.580797672,0.033110373
103,-30.895961761,-2.253562450,4.319955826,-6.162786484,-0.449515849,0.861697257,1.136944652,6.166861534,0.431853205,1.172899961,6.002590179,0.436448008,9.778691292,0.168222994
106,-26.840887070,-0.535108566,18.147792816,-5.353924751,-0.106737569,3.619922161,3.895572424,5.354369164,0.101116389,3.834909916,5.376090050,0.107308000,11.262084961,0.064730771
109,-0.703514099,-1.160026789,0.890861034,-0.140329257,-0.231389388,0.177699164,0.445773602,0.145405114,0.208778501,0.258828014,-0.043064401,0.244304001,0.446350813,0.267827332
110,-4.480595112,-6.492145538,8.680076599,-0.893739820,-1.294981837,1.731406212,1.995742679,0.896379888,1.279523134,1.939039946,0.897707999,1.300680041,3.608054399,0.060535762
111,-5.730381012,-1.061383247,-8.877635002,-1.143033385,-0.211713061,-1.770812988,-1.501272321,1.150754809,0.180734470,-1.144230008,1.375079989,0.184888005,2.518467665,0.421685010
112,2.815404892,-0.566245317,49.337966919,0.561586022,-0.112948388,9.841395378,10.108942986,-0.569568694,0.133188233,9.862210274,-0.523181975,0.108069003,13.468761444,0.252308816
113,-10.327347755,-2.974111795,11.354932785,-2.059985638,-0.593243122,2.264957190,2.533994675,2.062118769,0.580537736,2.474030018,2.068219900,0.595640004,5.516095161,0.062137447
115,-6.099643230,-7.942919254,24.268289566,-1.216689706,-1.584366202,4.840771675,5.104221344,1.215026021,1.582864881,5.058700085,1.221210003,1.590229988,7.603801250,0.046526030
119,12.301858902,-2.599884510,11.526858330,2.453839540,-0.518596351,2.299250841,2.562510014,-2.451725006,0.504619062,2.511929989,-2.467380047,0.521404982,2.638535261,0.055544455
120,-10.928140640,-6.695041656,24.960098267,-2.179825306,-1.335453272,4.978765965,5.244627953,2.178050756,1.334873796,5.195429802,2.187109947,1.339939952,8.946724892,0.050281137
123,6.857147217,-9.537619591,2.003613949,1.367788315,-1.902459502,0.399658859,0.658240676,-1.363529325,1.880344748,0.652931988,-1.295680046,1.871469975,1.745115638,0.068632856
130,-34.564300537,-8.037004471,23.229434967,-6.894506454,-1.603133202,4.633552074,4.904606819,6.893111229,1.602501273,4.852449894,6.922589779,1.609830022,14.826389313,0.060357604
132,-8.775655746,-4.087485790,9.188926697,-1.750471234,-0.815326691,1.832906008,2.100539207,1.753121376,0.800595641,2.040610075,1.757820010,0.818763018,4.692746639,0.062798336
133,-41.066967010,-7.693135262,48.663997650,-8.191586494,-1.534541965,9.706958771,9.980021477,8.183336258,1.556932449,9.912409782,8.193710327,1.544119954,22.113922119,0.069592543
134,-21.115461349,-7.705013275,21.834785461,-4.211879730,-1.536911249,4.355362892,4.623084068,4.210886002,1.534192920,4.572770119,4.228690147,1.543130040,10.877540588,0.054114264
135,-38.656631470,-4.696184158,30.504159927,-7.710799694,-0.936743140,6.084634304,6.359748840,7.707644463,0.942843139,6.303939819,7.734729767,0.941227973,17.264472961,0.062055372
136,-39.458644867,-7.642639160,31.334949493,-7.870776653,-1.524469614,6.250350952,6.523060799,7.867214203,1.531352758,6.473179817,7.900189877,1.532019973,17.799886703,0.059799269
138,20.679862976,-0.759014249,11.685379028,4.124991417,-0.151399806,2.330870867,2.593504429,-4.122804642,0.137039453,2.544369936,-4.148890018,0.153176993,4.818779945,0.057922926
140,-19.052398682,-6.218810081,25.189594269,-3.800362825,-1.240459800,5.024543285,5.293022156,3.798553944,1.240597010,5.243430138,3.814620018,1.245249987,11.028466225,0.052336767
141,40.493251801,-9.086039543,26.182094574,8.077148438,-1.812383175,5.222516060,5.472364426,-8.079390526,1.809646130,5.452879906,-8.124250412,1.822550058,7.634541512,0.050582282
145,-48.464805603,-0.237749517,-4.879076958,-9.667225838,-0.047423657,-0.973224580,-0.691421032,9.673908234,0.022693485,-0.876749992,9.767009735,0.058099501,13.215868950,0.210400328
148,-10.724828720,-9.010276794,10.479387283,-2.139270782,-1.797270894,2.090312958,2.354093075,2.141267538,1.783800006,2.299370050,2.148530006,1.805070043,5.945774555,0.059158832
152,27.503856659,-9.755041122,23.539379120,5.486166954,-1.945828319,4.695376396,4.948143005,-5.487738609,1.941558719,4.921490192,-5.516729832,1.956539989,4.535573006,0.042134330
156,-9.412814140,-4.578928947,3.952266693,-1.877564669,-0.913354397,0.788354695,1.055734396,1.881599903,0.894006968,1.033620000,1.895589948,0.904747009,4.047061920,0.028286329
157,-31.553382874,-0.313020557,20.692670822,-6.293921947,-0.062437899,4.127546310,4.404661179,6.293690681,0.059376508,4.344530106,6.319829941,0.062849998,13.054952621,0.065658756
158,-16.730880737,-7.802319527,13.986592293,-3.337291956,-1.556320906,2.789891481,3.056359529,3.338413954,1.546348810,3.001529932,3.351190090,1.562860012,8.109866142,0.058669705
159,-5.617007256,-3.340607405,6.509906292,-1.120418787,-0.666347623,1.298524499,1.565974712,1.123839974,0.649037361,1.504060030,1.125200033,0.669175029,3.239384651,0.065121450
160,-42.421375275,-8.459178925,-14.978690147,-8.461749077,-1.687343955,-2.987784386,-2.714900494,8.470654488,1.653237581,-2.787800074,8.475830078,1.690629959,12.544774055,0.082093395
161,-27.005176544,-8.390296936,23.277051926,-5.386695385,-1.673604131,4.643050194,4.911748886,5.385267258,1.672537684,4.861549854,5.408130169,1.680379987,12.804487228,0.055714965
162,-1.679664373,-7.892948151,42.648929596,-0.335040987,-1.574398518,8.507139206,8.769400597,0.328412801,1.588960052,8.101929665,0.302401990,1.390349984,11.196139336,0.696878731
165,-2.601087570,-4.639080524,4.838129520,-0.518836319,-0.925352752,0.965056837,1.230541825,0.522629857,0.906363666,1.169460058,0.521238983,0.929554999,2.223562956,0.065351009
166,-2.514210701,-4.271432400,-11.179090500,-0.501507103,-0.852018356,-2.229882002,-1.964059114,0.509653032,0.818784654,-1.831719995,0.598360002,0.812079012,3.623063803,0.159460142
169,-6.396205902,-4.125351906,11.932271957,-1.275844812,-0.822879791,2.380118370,2.647069693,1.277751684,0.810437739,2.589410067,1.280830026,0.826088011,4.666990280,0.059825078
170,-16.975795746,-0.346079767,23.980110168,-3.386145115,-0.069032185,4.783288479,5.056430817,3.385026455,0.067975111,5.000539780,3.398370028,0.069362402,10.226458549,0.057478547
173,-38.137489319,-7.937383175,0.498768806,-7.607246876,-1.583261847,0.099488914,0.371646345,7.612002373,1.562646747,0.067871802,7.916550159,1.682880044,12.315072060,0.446636736
174,15.060762405,-5.395123959,26.936367035,3.004155159,-1.076159954,5.372970104,5.632966042,-3.006377935,1.075702906,5.605659962,-3.022370100,1.082730055,5.381609917,0.032415308
175,-7.251168251,-7.280087471,-3.089142799,-1.446383238,-1.452151775,-0.616188228,-0.351778626,1.452155352,1.426402688,-0.442268997,1.392009974,1.465950012,3.665078640,0.115628563
176,-6.840541840,-3.133263588,2.582706451,-1.364476085,-0.624988973,0.515169859,0.783143282,1.368971467,0.604264736,0.829643011,1.435089946,0.611324012,3.011200428,0.081140071
177,10.003358841,-5.310681820,37.298862457,1.995360017,-1.059316397,7.439966679,7.701380730,-2.000380039,1.068390608,7.783080101,-2.045059919,1.085520029,8.651495934,0.094681025
179,-2.209987640,-3.059643269,14.064979553,-0.440824032,-0.610303998,2.805527449,3.072291136,0.442221045,0.599496484,3.015130043,0.442373991,0.612371027,4.226308823,0.058593240
180,-38.540313721,-8.115474701,15.016981125,-7.687597752,-1.618785620,2.995422125,3.267498493,7.688417435,1.611102700,3.206049919,7.709479809,1.623690009,14.407280922,0.066166386
181,-25.769645691,-4.938090324,-8.303198814,-5.140245438,-0.984995961,-1.656230807,-1.384727240,5.147567749,0.955782592,-1.595639944,5.113860130,1.013520002,7.542402744,0.221255466
184,10.329069138,-2.902678013,5.883966446,2.060329199,-0.578994274,1.173668861,1.437203884,-2.056708336,0.560123980,1.383960009,-2.078180075,0.582772017,1.747624755,0.061716117
185,2.648676157,-9.026599884,33.990020752,0.528328776,-1.800526857,6.779955387,7.040059090,-0.532685399,1.807115316,7.052440166,-0.533106029,1.823750019,8.290618896,0.020740813
186,-12.369373322,-8.892383575,-10.797248840,-2.467306614,-1.773754835,-2.153716326,-1.889341593,2.475061655,1.741472125,-1.560510039,2.557260036,1.640349984,5.828800201,0.353712410
188,28.610113144,-7.802062988,38.904388428,5.706830502,-1.556269646,7.760219574,8.014390945,-5.712434769,1.565594196,8.123279572,-5.880229950,1.595530033,7.908176422,0.202257529
189,-31.736816406,-1.710986614,-9.344180107,-6.330511093,-0.341288775,-1.863874316,-1.587887764,6.338313103,0.311532289,-1.609949946,6.299630165,0.339397997,8.440373421,0.052531965
190,-39.046112061,-1.077867270,14.444636345,-7.788488865,-0.215001106,2.881257057,3.159728527,7.789897919,0.206855431,3.085989952,7.841010094,0.217484996,13.793088913,0.090348318
191,-40.523326874,-2.696057320,19.382720947,-8.083147049,-0.537779868,3.866251945,4.143672943,8.083120346,0.534114122,4.078410149,8.154999733,0.547833979,15.312732697,0.098051585
192,-46.311996460,-8.486708641,-8.071983337,-9.237807274,-1.692835331,-1.610110402,-1.336215496,9.244843483,1.665114403,-1.216549993,9.073650360,1.644549966,13.814867973,0.209880471
193,-36.901428223,-4.309211731,-21.144626617,-7.360691071,-0.859554172,-4.217697620,-3.942600965,7.371520996,0.819626749,-3.767950058,7.186570168,0.834488988,10.157386780,0.254814893
194,22.501983643,-9.543711662,32.369537354,4.488448143,-1.903674603,6.456719398,6.711006165,-4.492394447,1.907570839,6.706960201,-4.525380135,1.919010043,5.690864563,0.035146561
196,23.353925705,-5.915066719,33.553436279,4.658384323,-1.179872394,6.692870617,6.950150490,-4.662426949,1.184774756,6.954100132,-4.705110073,1.190760016,6.926097870,0.043281313
198,10.482524872,-0.348693728,15.382689476,2.090938807,-0.069553591,3.068369627,3.334113598,-2.089727879,0.059123456,3.286319971,-2.103169918,0.069898203,3.815149069,0.050803684
200,5.463573456,-6.784194946,1.337330341,1.089813590,-1.353236556,0.266755939,0.528163552,-1.085204601,1.330622911,0.497568011,-1.067020059,1.342380047,1.260810018,0.037483260
202,-1.982283831,-8.000316620,15.415771484,-0.395404160,-1.595815182,3.074968576,3.337275028,0.396130800,1.586184144,3.288759947,0.397206992,1.602970004,4.439817905,0.051348187
204,39.114921570,-1.925765872,30.147514343,7.802214146,-0.384130597,6.013494492,6.270072937,-7.805085182,0.385020137,6.258029938,-7.862170219,0.385921001,9.485524178,0.058348496
205,-46.025749207,-5.334483147,1.124114037,-9.180709839,-1.064064026,0.224225909,0.500826299,9.185455322,1.044507027,0.409635991,9.217370033,1.079439998,14.085950851,0.102735259
206,9.050066948,-9.790674210,26.479806900,1.805207849,-1.952936053,5.281900406,5.539611816,-1.807580233,1.952442884,5.512829781,-1.815660000,1.964490056,4.976998806,0.030458076
207,20.187278748,-0.427697599,35.387802124,4.026736259,-0.085312411,7.058769703,7.321779251,-4.030935287,0.092056066,7.318530083,-4.063389778,0.083320603,8.678588867,0.033766244
208,-30.315868378,-4.489413261,-17.033618927,-6.047075748,-0.895498753,-3.397678852,-3.124529600,6.056784630,0.858810961,-3.130729914,5.965950012,0.888431013,8.599726677,0.095742986
213,-2.812984228,-9.053289413,49.672080994,-0.561103165,-1.805850625,9.908040047,10.169560432,0.552504599,1.826724887,9.835009575,0.561574996,1.720450044,13.443232536,0.351142257
214,-43.246547699,-6.223501682,15.814069748,-8.626345634,-1.241395712,3.154416561,3.429444075,8.627064705,1.234721780,3.363509893,8.686240196,1.258710027,15.681463242,0.091785021
216,5.745964050,-5.368888855,-6.391663551,1.146141648,-1.070926905,-1.274938703,-1.012332201,-1.139355898,1.041426897,-0.692212999,-0.715835989,0.966346979,2.920444965,0.536173880
217,12.189228058,-9.267570496,32.606071472,2.431373119,-1.848592997,6.503900528,6.761216164,-2.435368538,1.853349686,6.749080181,-2.448070049,1.862050056,6.367789745,0.019603748
222,-25.500453949,-0.634213865,38.916324615,-5.086550236,-0.126506001,7.762600422,8.037755013,5.081375122,0.139264151,7.939430237,5.057229996,0.126047000,15.964467049,0.102105051
224,17.658067703,-5.439424515,31.936374664,3.522237062,-1.084996581,6.370316505,6.629561424,-3.525813818,1.088820934,6.615280151,-3.547399998,1.092530012,6.594344139,0.026147183
226,-24.648334503,-8.939347267,-1.233678818,-4.916578770,-1.783122659,-0.246080682,0.021547258,4.921743393,1.760115623,-0.000885725,4.893569946,1.770959973,8.532919884,0.037610926
229,-32.962650299,-5.028290272,0.524823189,-6.575026989,-1.002987981,0.104685955,0.378032565,6.579956055,0.982075930,0.448954999,6.388730049,0.970305979,10.233430862,0.204293683
232,-28.985078812,-0.231756628,35.444267273,-5.781624794,-0.046228264,7.070032597,7.346494675,5.777411461,0.056119956,7.277820110,5.784619808,0.048096899,15.932842255,0.069516368
233,-13.747352600,-0.817773283,-11.120006561,-2.742170572,-0.163120419,-2.218096495,-1.946169615,2.750511646,0.130653769,-1.840819955,2.756370068,0.152297005,3.867120981,0.107709333
237,19.248809814,-5.019723892,34.690811157,3.839540958,-1.001279354,6.919741631,7.178923607,-3.843836069,1.007453203,7.159550190,-3.859349966,1.005180001,7.360235691,0.024923436
239,-40.405662537,-5.113127708,13.073629379,-8.059677124,-1.019910455,2.607783794,2.883037567,8.061206818,1.010623455,2.815999985,8.086509705,1.024970055,14.272790909,0.073075980
240,-12.333829880,-5.852905750,6.137801170,-2.460216761,-1.167473316,1.224301100,1.491332173,2.463581800,1.150250196,1.271010041,2.339109898,1.219900012,5.120370865,0.262461782
241,-45.286552429,-7.609343529,49.353775024,-9.033263206,-1.517828107,9.844548225,10.118822098,9.024830818,1.541097879,9.378769875,8.436739922,1.344820023,22.590745926,0.965429008
243,-45.336380005,-8.513623238,45.370849609,-9.043202400,-1.698203921,9.050078392,9.323571205,9.035790443,1.717934132,9.516150475,9.228119850,1.803719997,22.723201752,0.285370976
244,-16.612148285,-5.071728706,33.344665527,-3.313608646,-1.011652708,6.651226997,6.920048714,3.309666634,1.018888712,6.866230011,3.320110083,1.014219999,12.416485786,0.055021044
245,2.853311539,-5.373717308,-5.952417374,0.569147229,-1.071889997,-1.187322736,-0.923940420,-0.562481165,1.042962551,-0.611730993,-0.188382000,0.968572974,2.612076759,0.492908448
248,-47.821868896,-7.739262104,39.281581879,-9.538980484,-1.543742895,7.835457802,8.110322952,9.533261299,1.558217645,8.481940269,9.988240242,1.756659985,22.241672516,0.620068252
251,-8.382219315,-0.873131275,-3.389361382,-1.671992898,-0.174162626,-0.676072538,-0.405660331,1.678241849,0.148230717,-0.935486019,1.358420014,0.196691006,1.911273956,0.620765388
252,28.811521530,-6.109700203,27.541137695,5.747005463,-1.218695760,5.493603230,5.749249458,-5.749432564,1.217908859,5.726520061,-5.781589985,1.225749969,6.247799397,0.040152311
255,-6.407158852,-3.550983906,47.654628754,-1.278029561,-0.708311200,9.505620956,9.773008347,1.270315528,0.727629423,9.480750084,1.248280048,0.678394020,14.053451538,0.297194511
257,35.887050629,-0.913228989,34.873649597,7.158354282,-0.182160869,6.956212044,7.214551926,-7.162441254,0.187457487,7.184830189,-7.178979874,0.179422006,9.740691185,0.034949630
259,8.997474670,-3.729023695,21.676982880,1.794717312,-0.743824601,4.323885918,4.587012291,-1.795416951,0.739077032,4.551720142,-1.806270003,0.748604000,4.638156414,0.038132500
261,30.234340668,-4.676014900,24.936611176,6.030813694,-0.932720006,4.974081039,5.230623245,-6.032447815,0.929530740,5.202740192,-6.065629959,0.937844992,6.582071781,0.044132147
262,5.770218849,-7.047015190,-5.672036171,1.150979757,-1.405661106,-1.131395340,-0.870288968,-1.144492269,1.376795888,-0.558013022,-0.716818988,1.271950006,3.028403521,0.539827168
264,-46.324058533,-6.920683861,14.159508705,-9.240213394,-1.380461931,2.824383020,3.099625349,9.241336823,1.372509360,3.037349939,9.270529747,1.404029965,16.315624237,0.075657137
267,-45.580451965,-7.465552330,-18.314323425,-9.091887474,-1.489146233,-3.653139830,-3.378512383,9.101755142,1.452275395,-3.218849897,8.929229736,1.448060036,13.002206802,0.235106140
270,-12.459442139,-1.956762552,48.093795776,-2.485272408,-0.390313476,9.593221664,9.863660812,2.477536917,0.410406619,9.770130157,2.473449945,0.387050003,15.593255997,0.096489474
273,34.061054230,-9.586355209,27.985488892,6.794124603,-1.912180662,5.582237720,5.833374023,-6.796886444,1.911450982,5.819779873,-6.841010094,1.924900055,6.214404583,0.048089240
275,-35.582134247,-8.991384506,1.342254639,-7.097532749,-1.793502450,0.267738193,0.538266659,7.101995468,1.773474097,0.537840009,7.016119957,1.768749952,11.754207611,0.086006410
276,-10.591068268,-0.039553151,30.176713943,-2.112589836,-0.007889627,6.019319057,6.290996552,2.109816313,0.011939988,6.231200218,2.116549969,0.008567210,10.500534058,0.060268726
279,4.907945633,-8.086104393,49.014839172,0.978982985,-1.612927198,9.776941299,10.037238121,-0.987342477,1.632732987,9.837940216,-0.934827030,1.569550037,12.095545769,0.215568125
280,-1.587707043,-0.860303760,16.653263092,-0.316698343,-0.171603933,3.321809769,3.590355396,0.317531735,0.163062677,3.518300056,0.316381007,0.171394005,4.987029076,0.072544523
285,-27.669900894,-8.995635033,-11.310866356,-5.519287586,-1.794350266,-2.256167173,-1.987751484,5.527172089,1.762574434,-2.334300041,5.520999908,1.879330039,8.986702919,0.365740150
286,10.909542084,-6.721037388,18.799007416,2.176115513,-1.340638638,3.749819279,4.009774685,-2.176221609,1.333206058,3.971460104,-2.188679934,1.348350048,3.116005659,0.043041345
289,10.355344772,-7.349676609,40.311466217,2.065570354,-1.466032624,8.040887833,8.300388336,-2.071530581,1.477759004,8.327549934,-2.089349985,1.484449983,9.087781906,0.033167046
290,3.141353369,-5.583244324,21.345275879,0.626602590,-1.113684177,4.257720947,4.520779610,-0.627328336,1.109006882,4.484099865,-0.630452991,1.120609999,4.995523930,0.038597919
296,4.981409073,-8.428194046,11.330710411,0.993636668,-1.681163430,2.260125399,2.520179749,-0.991830707,1.667461276,2.472019911,-0.998851001,1.690019965,1.725163102,0.053642791
297,-30.628522873,-7.002407074,44.032104492,-6.109440804,-1.396763086,8.783040047,9.053907394,6.102487564,1.414379597,9.019180298,6.141339779,1.408130050,18.441459656,0.052483547
300,-23.497409821,-7.889832497,48.346221924,-4.687005043,-1.573776960,9.643572807,9.911715508,4.678832054,1.594777822,9.905969620,4.723229885,1.587880015,17.818569183,0.045296382
301,4.011207581,-2.815534830,6.059430122,0.800111592,-0.561611891,1.208668470,1.473986626,-0.796534181,0.543295741,1.415300012,-0.804495990,0.564698994,0.923117638,0.062973075
303,-8.466613770,-2.680512428,-0.331297874,-1.688827038,-0.534679115,-0.066083655,0.202737749,1.694137692,0.511467695,0.013172600,1.577540040,0.554050982,2.782595873,0.226590589
304,-18.443389893,-8.925891876,11.151321411,-3.678884506,-1.780438781,2.224342823,2.490280390,3.680703163,1.768051744,2.434390068,3.695640087,1.788290024,8.218863487,0.061289702
310,-34.682525635,-9.133815765,21.447151184,-6.918088913,-1.821913123,4.278041840,4.548157692,6.917107582,1.819701910,4.495689869,6.946589947,1.829579949,14.599861145,0.060989000
311,-51.029357910,-8.953248978,6.252164364,-10.178774834,-1.785895586,1.247112989,1.521835923,10.181909561,1.771205425,1.616310000,9.892700195,1.725080013,16.605482101,0.307725459
313,2.430107594,-9.929141045,14.946569443,0.484731138,-1.980555892,2.981377363,3.240778446,-0.483995914,1.970226049,3.196530104,-0.487170994,1.990620017,3.250484943,0.048825309
315,-15.051710129,-2.636098385,16.476213455,-3.002349615,-0.525819898,3.286493778,3.557096243,3.003118038,0.517965794,3.499599934,3.014319897,0.527974010,7.900465965,0.059426185
316,7.269104958,-6.937574387,23.172512054,1.449961066,-1.383831024,4.622197628,4.882934570,-1.451263547,1.380515456,4.851270199,-1.459079981,1.392539978,4.690975666,0.034760870
319,3.508669376,-6.533125877,15.284099579,0.699870765,-1.303156137,3.048704147,3.310832500,-0.699016690,1.293065190,3.265899897,-0.703800023,1.310520053,3.156741381,0.048440594
320,-25.878097534,-0.881273150,10.300721169,-5.161878109,-0.175786674,2.054674625,2.329774380,5.164422035,0.163127825,2.248260021,5.223670006,0.179337993,9.358480453,0.102067046
321,-24.165084839,-6.351707458,-9.335553169,-4.820185184,-1.266968727,-1.862153411,-1.592337728,4.827699661,1.236733675,-1.909219980,4.795670033,1.325359941,7.442415714,0.330597758
322,-28.409694672,-15.385389328,-41.906681061,-5.666853428,-3.068908215,-8.359084129,-8.096083641,5.682613373,3.009965420,-2.844120026,4.862669945,1.489629984,12.956654549,5.528729439
324,-38.956172943,-5.723091125,13.739405632,-7.770548820,-1.141579270,2.740585566,3.014904022,7.771862030,1.132791638,2.948580027,7.801720142,1.147060037,14.050681114,0.074121296
325,-10.106079102,-2.909717083,21.774791718,-2.015849590,-0.580398381,4.343395710,4.612407684,2.015170097,0.576942801,4.557270050,2.022289991,0.582284987,8.007861137,0.055851504
