landmark_id,est_x,est_y,est_z,scaled_x,scaled_y,scaled_z
561,-32.188835144,-1.760264039,-11.176194191,-6.420674801,-0.351118118,-2.229304314
562,40.134418488,-9.371826172,38.815956116,8.005572319,-1.869388819,7.742579937
564,-8.204238892,-4.310052872,36.942596436,-1.636491299,-0.859721959,7.368902683
568,8.945458412,-2.812320948,-0.533971310,1.784341693,-0.560970843,-0.106510721
569,-41.711067200,-4.874467850,15.519296646,-8.320064545,-0.972305238,3.095618486
571,17.596984863,-9.570552826,25.880735397,3.510052919,-1.909028649,5.162404537
573,1.112555504,-7.112347603,12.979457855,0.221920341,-1.418692827,2.588999510
577,9.762743950,-1.225921154,-21.078186035,1.947364807,-0.244533271,-4.204444885
578,-15.017656326,-3.839666843,2.702122688,-2.995556831,-0.765894532,0.538989723
579,-32.708686829,-5.334276199,34.132961273,-6.524369240,-1.064022779,6.808467865
581,-17.275043488,-0.045767568,19.342662811,-3.445835590,-0.009129211,3.858261585
582,3.813614845,-6.102266312,36.732444763,0.760697961,-1.217212915,7.326983929
585,-44.587169647,-3.712012529,0.508281708,-8.893757820,-0.740431428,0.101386443
586,-31.571500778,-5.069139481,33.134666443,-6.297535896,-1.011136174,6.609338760
588,1.625836015,-0.931706667,23.364192963,0.324303895,-0.185846597,4.660432339
590,-23.487409592,-8.111650467,47.720283508,-4.685009956,-1.618022799,9.518716812
591,-11.983380318,-4.392065048,7.172263145,-2.390312910,-0.876080811,1.430644155
592,-45.125267029,-6.966702461,33.192810059,-9.001091957,-1.389641166,6.620936871
596,-14.890583038,-3.223298073,-3.497767448,-2.970209599,-0.642948031,-0.697696149
599,-19.027118683,-2.674786091,3.806234360,-3.795320272,-0.533536911,0.759225786
603,-20.702213287,-6.972526550,16.845008850,-4.129449844,-1.390802860,3.360057116
604,13.037685394,-1.111655712,47.754474640,2.600614071,-0.221740857,9.525537491
605,-12.674938202,-2.541707993,34.560592651,-2.528257132,-0.506991923,6.893766880
607,2.697868347,-0.342001021,-9.468128204,0.538141131,-0.068218604,-1.888598084
608,6.517086506,-3.393628836,40.312339783,1.299956679,-0.676923752,8.041062355
610,0.971544266,-9.903463364,-10.090092659,0.193792969,-1.975433946,-2.012660742
612,8.791366577,-6.708506584,43.001663208,1.753605127,-1.338139057,8.577498436
616,-32.515663147,-1.630900383,-13.859270096,-6.485867023,-0.325314075,-2.764494658
617,-1.060076714,-8.778986931,1.047453403,-0.211452439,-1.751135707,0.208934486
619,2.669448853,-6.475693226,36.596488953,0.532472312,-1.291700006,7.299865246
621,2.131803989,-7.122327805,43.941692352,0.425228804,-1.420683622,8.765005112
622,-17.480442047,-9.256536484,-0.341084480,-3.486806393,-1.846392035,-0.068035781
624,4.532895088,-2.548828840,42.205810547,0.904172063,-0.508412361,8.418750763
627,-25.866970062,-8.167287827,15.219997406,-5.159658432,-1.629120708,3.035917759
628,-34.866600037,-3.264008760,19.835979462,-6.954805851,-0.651068568,3.956662893
629,11.468159676,-6.703563213,20.074136734,2.287542343,-1.337153077,4.004168034
630,-18.221006393,-2.362505198,32.522018433,-3.634526014,-0.471246541,6.487134457
631,-10.236017227,-0.911284208,-16.106632233,-2.041768074,-0.181772947,-3.212773800
632,0.107652165,-0.243933141,31.872581482,0.021473270,-0.048657101,6.357592106
639,19.653964996,-1.918095231,12.891492844,3.920356750,-0.382600546,2.571453094
640,-45.069408417,-2.611818790,14.395354271,-8.989950180,-0.520976901,2.871426821
644,-6.440431595,-7.243879795,-2.361234665,-1.284666419,-1.444929481,-0.470993131
646,2.955800533,-1.773598909,25.153966904,0.589590549,-0.353778005,5.017436504
655,-10.193230629,-1.807680845,11.613027573,-2.033233404,-0.360576302,2.316438913
658,-11.588864326,-1.693436384,10.282045364,-2.311619282,-0.337788075,2.050949335
661,3.440903664,-7.093047619,3.183353424,0.686353624,-1.414843082,0.634980321
663,-39.855434418,-1.869049311,-20.947710037,-7.949923515,-0.372817397,-4.178418636
